county_name,county_id,state,sanctuary
Shelby County,19165,Iowa,0
Sioux County,19167,Iowa,1
Story County,19169,Iowa,0
Tama County,19171,Iowa,1
Taylor County,19173,Iowa,0
Union County,19175,Iowa,0
Van Buren County,19177,Iowa,0
Wapello County,19179,Iowa,1
Warren County,19181,Iowa,0
Washington County,19183,Iowa,1
Wayne County,19185,Iowa,0
Webster County,19187,Iowa,0
Winnebago County,19189,Iowa,0
Winneshiek County,19191,Iowa,1
Woodbury County,19193,Iowa,0
Worth County,19195,Iowa,0
Wright County,19197,Iowa,0
Allen County,20001,Kansas,0
Anderson County,20003,Kansas,0
Atchison County,20005,Kansas,0
Barber County,20007,Kansas,0
Barton County,20009,Kansas,0
Bourbon County,20011,Kansas,0
Brown County,20013,Kansas,0
Butler County,20015,Kansas,0
Chase County,20017,Kansas,0
Chautauqua County,20019,Kansas,0
Cherokee County,20021,Kansas,0
Cheyenne County,20023,Kansas,0
Clark County,20025,Kansas,0
Clay County,20027,Kansas,0
Cloud County,20029,Kansas,0
Coffey County,20031,Kansas,0
Comanche County,20033,Kansas,0
Cowley County,20035,Kansas,0
Crawford County,20037,Kansas,0
Decatur County,20039,Kansas,0
Dickinson County,20041,Kansas,0
Doniphan County,20043,Kansas,0
Douglas County,20045,Kansas,0
Edwards County,20047,Kansas,0
Elk County,20049,Kansas,0
Ellis County,20051,Kansas,0
Ellsworth County,20053,Kansas,0
Finney County,20055,Kansas,0
Ford County,20057,Kansas,0
Franklin County,20059,Kansas,0
Geary County,20061,Kansas,0
Gove County,20063,Kansas,0
Graham County,20065,Kansas,0
Grant County,20067,Kansas,0
Gray County,20069,Kansas,0
Greeley County,20071,Kansas,0
Greenwood County,20073,Kansas,0
Hamilton County,20075,Kansas,0
Harper County,20077,Kansas,0
Harvey County,20079,Kansas,0
Haskell County,20081,Kansas,0
Hodgeman County,20083,Kansas,0
Jackson County,20085,Kansas,0
Jefferson County,20087,Kansas,0
Jewell County,20089,Kansas,0
Johnson County,20091,Kansas,1
Kearny County,20093,Kansas,0
Kingman County,20095,Kansas,0
Kiowa County,20097,Kansas,0
Labette County,20099,Kansas,0
Lane County,20101,Kansas,0
Leavenworth County,20103,Kansas,1
Lincoln County,20105,Kansas,0
Linn County,20107,Kansas,0
Logan County,20109,Kansas,0
Lyon County,20111,Kansas,0
Marion County,20113,Kansas,0
Marshall County,20115,Kansas,0
McPherson County,20117,Kansas,0
Meade County,20119,Kansas,0
Miami County,20121,Kansas,0
Mitchell County,20123,Kansas,0
Montgomery County,20125,Kansas,0
Morris County,20127,Kansas,0
Morton County,20129,Kansas,0
Nemaha County,20131,Kansas,0
Neosho County,20133,Kansas,0
Ness County,20135,Kansas,0
Norton County,20137,Kansas,0
Osage County,20139,Kansas,0
Osborne County,20141,Kansas,0
Ottawa County,20143,Kansas,0
Pawnee County,20145,Kansas,0
Phillips County,20147,Kansas,0
Pottawatomie County,20149,Kansas,0
Pratt County,20151,Kansas,0
Rawlins County,20153,Kansas,0
Reno County,20155,Kansas,0
Republic County,20157,Kansas,0
Rice County,20159,Kansas,0
Riley County,20161,Kansas,0
Rooks County,20163,Kansas,0
Rush County,20165,Kansas,0
Russell County,20167,Kansas,0
Saline County,20169,Kansas,1
Scott County,20171,Kansas,0
Sedgwick County,20173,Kansas,0
Seward County,20175,Kansas,0
Shawnee County,20177,Kansas,0
Sheridan County,20179,Kansas,0
Sherman County,20181,Kansas,0
Smith County,20183,Kansas,0
Stafford County,20185,Kansas,0
Stanton County,20187,Kansas,0
Stevens County,20189,Kansas,0
Sumner County,20191,Kansas,0
Thomas County,20193,Kansas,0
Trego County,20195,Kansas,0
Wabaunsee County,20197,Kansas,0
Wallace County,20199,Kansas,0
Washington County,20201,Kansas,0
Wichita County,20203,Kansas,0
Wilson County,20205,Kansas,0
Woodson County,20207,Kansas,0
Wyandotte County,20209,Kansas,1
Adair County,21001,Kentucky,0
Allen County,21003,Kentucky,0
Anderson County,21005,Kentucky,0
Ballard County,21007,Kentucky,0
Barren County,21009,Kentucky,0
Bath County,21011,Kentucky,0
Bell County,21013,Kentucky,1
Boone County,21015,Kentucky,0
Bourbon County,21017,Kentucky,0
Boyd County,21019,Kentucky,0
Boyle County,21021,Kentucky,0
Bracken County,21023,Kentucky,0
Breathitt County,21025,Kentucky,0
Breckinridge County,21027,Kentucky,0
Bullitt County,21029,Kentucky,0
Butler County,21031,Kentucky,0
Caldwell County,21033,Kentucky,0
Calloway County,21035,Kentucky,0
Campbell County,21037,Kentucky,1
Carlisle County,21039,Kentucky,0
Carroll County,21041,Kentucky,0
Carter County,21043,Kentucky,0
Casey County,21045,Kentucky,0
Christian County,21047,Kentucky,0
Clark County,21049,Kentucky,0
Clay County,21051,Kentucky,1
Clinton County,21053,Kentucky,0
Crittenden County,21055,Kentucky,0
Cumberland County,21057,Kentucky,0
Daviess County,21059,Kentucky,0
Edmonson County,21061,Kentucky,0
Elliott County,21063,Kentucky,0
Estill County,21065,Kentucky,0
Fayette County,21067,Kentucky,0
Fleming County,21069,Kentucky,0
Floyd County,21071,Kentucky,0
Franklin County,21073,Kentucky,1
Fulton County,21075,Kentucky,0
Gallatin County,21077,Kentucky,0
Garrard County,21079,Kentucky,0
Grant County,21081,Kentucky,0
Graves County,21083,Kentucky,0
Grayson County,21085,Kentucky,0
Green County,21087,Kentucky,0
Greenup County,21089,Kentucky,0
Hancock County,21091,Kentucky,0
Hardin County,21093,Kentucky,0
Harlan County,21095,Kentucky,1
Harrison County,21097,Kentucky,0
Hart County,21099,Kentucky,0
Henderson County,21101,Kentucky,1
Henry County,21103,Kentucky,0
Hickman County,21105,Kentucky,0
Hopkins County,21107,Kentucky,0
Jackson County,21109,Kentucky,0
Jefferson County,21111,Kentucky,0
Jessamine County,21113,Kentucky,0
Johnson County,21115,Kentucky,0
Kenton County,21117,Kentucky,1
Knott County,21119,Kentucky,0
Knox County,21121,Kentucky,1
Larue County,21123,Kentucky,0
Laurel County,21125,Kentucky,1
Lawrence County,21127,Kentucky,0
Lee County,21129,Kentucky,0
Leslie County,21131,Kentucky,0
Letcher County,21133,Kentucky,0
Lewis County,21135,Kentucky,0
Lincoln County,21137,Kentucky,0
Livingston County,21139,Kentucky,0
Logan County,21141,Kentucky,0
Lyon County,21143,Kentucky,0
Madison County,21145,Kentucky,0
Magoffin County,21147,Kentucky,0
Marion County,21149,Kentucky,0
Marshall County,21151,Kentucky,0
Martin County,21153,Kentucky,0
Mason County,21155,Kentucky,0
McCracken County,21157,Kentucky,0
McCreary County,21159,Kentucky,0
McLean County,21161,Kentucky,0
Meade County,21163,Kentucky,0
Menifee County,21165,Kentucky,0
Mercer County,21167,Kentucky,0
Metcalfe County,21169,Kentucky,0
Monroe County,21171,Kentucky,0
Montgomery County,21173,Kentucky,0
Morgan County,21175,Kentucky,0
Muhlenberg County,21177,Kentucky,0
Nelson County,21179,Kentucky,0
Nicholas County,21181,Kentucky,0
Ohio County,21183,Kentucky,0
Oldham County,21185,Kentucky,0
Owen County,21187,Kentucky,0
Owsley County,21189,Kentucky,0
Pendleton County,21191,Kentucky,0
Perry County,21193,Kentucky,0
Pike County,21195,Kentucky,0
Powell County,21197,Kentucky,0
Pulaski County,21199,Kentucky,0
Robertson County,21201,Kentucky,0
Rockcastle County,21203,Kentucky,1
Rowan County,21205,Kentucky,0
Russell County,21207,Kentucky,0
Scott County,21209,Kentucky,1
Shelby County,21211,Kentucky,1
Simpson County,21213,Kentucky,0
Spencer County,21215,Kentucky,1
Taylor County,21217,Kentucky,0
Todd County,21219,Kentucky,0
Trigg County,21221,Kentucky,0
Trimble County,21223,Kentucky,0
Union County,21225,Kentucky,1
Warren County,21227,Kentucky,0
Washington County,21229,Kentucky,0
Wayne County,21231,Kentucky,0
Webster County,21233,Kentucky,0
Whitley County,21235,Kentucky,1
Wolfe County,21237,Kentucky,0
Woodford County,21239,Kentucky,1
Acadia Parish,22001,Louisiana,0
Allen Parish,22003,Louisiana,0
Ascension Parish,22005,Louisiana,0
Assumption Parish,22007,Louisiana,0
Avoyelles Parish,22009,Louisiana,0
Beauregard Parish,22011,Louisiana,0
Bienville Parish,22013,Louisiana,0
Bossier Parish,22015,Louisiana,0
Caddo Parish,22017,Louisiana,0
Calcasieu Parish,22019,Louisiana,0
Caldwell Parish,22021,Louisiana,0
Cameron Parish,22023,Louisiana,0
Catahoula Parish,22025,Louisiana,0
Claiborne Parish,22027,Louisiana,0
Concordia Parish,22029,Louisiana,0
De Soto Parish,22031,Louisiana,0
East Baton Rouge Parish,22033,Louisiana,0
East Carroll Parish,22035,Louisiana,0
East Feliciana Parish,22037,Louisiana,0
Evangeline Parish,22039,Louisiana,0
Franklin Parish,22041,Louisiana,0
Grant Parish,22043,Louisiana,0
Iberia Parish,22045,Louisiana,0
Iberville Parish,22047,Louisiana,0
Jackson Parish,22049,Louisiana,0
Jefferson Davis Parish,22051,Louisiana,0
Jefferson Parish,22053,Louisiana,0
Lafayette Parish,22055,Louisiana,1
Lafourche Parish,22057,Louisiana,0
LaSalle Parish,22059,Louisiana,0
Lincoln Parish,22061,Louisiana,0
Livingston Parish,22063,Louisiana,0
Madison Parish,22065,Louisiana,0
Morehouse Parish,22067,Louisiana,0
Natchitoches Parish,22069,Louisiana,0
Orleans Parish,22071,Louisiana,1
Ouachita Parish,22073,Louisiana,0
Plaquemines Parish,22075,Louisiana,0
Pointe Coupee Parish,22077,Louisiana,0
Rapides Parish,22079,Louisiana,0
Red River Parish,22081,Louisiana,0
Richland Parish,22083,Louisiana,0
Sabine Parish,22085,Louisiana,0
St. Bernard Parish,22087,Louisiana,0
St. Charles Parish,22089,Louisiana,0
St. Helena Parish,22091,Louisiana,0
St. James Parish,22093,Louisiana,0
St. John the Baptist Parish,22095,Louisiana,0
St. Landry Parish,22097,Louisiana,0
St. Martin Parish,22099,Louisiana,0
St. Mary Parish,22101,Louisiana,0
St. Tammany Parish,22103,Louisiana,0
Tangipahoa Parish,22105,Louisiana,0
Tensas Parish,22107,Louisiana,0
Terrebonne Parish,22109,Louisiana,0
Union Parish,22111,Louisiana,0
Vermilion Parish,22113,Louisiana,0
Vernon Parish,22115,Louisiana,0
Washington Parish,22117,Louisiana,0
Webster Parish,22119,Louisiana,0
West Baton Rouge Parish,22121,Louisiana,0
West Carroll Parish,22123,Louisiana,0
West Feliciana Parish,22125,Louisiana,0
Winn Parish,22127,Louisiana,0
Androscoggin County,23001,Maine,0
Aroostook County,23003,Maine,0
Cumberland County,23005,Maine,0
Franklin County,23007,Maine,0
Hancock County,23009,Maine,0
Kennebec County,23011,Maine,0
Knox County,23013,Maine,0
Lincoln County,23015,Maine,0
Oxford County,23017,Maine,0
Penobscot County,23019,Maine,0
Piscataquis County,23021,Maine,0
Sagadahoc County,23023,Maine,0
Somerset County,23025,Maine,0
Waldo County,23027,Maine,0
Washington County,23029,Maine,0
York County,23031,Maine,0
Allegany County,24001,Maryland,0
Anne Arundel County,24003,Maryland,0
Baltimore city,24005,Maryland,0
Baltimore County,24009,Maryland,1
Calvert County,24011,Maryland,0
Caroline County,24013,Maryland,0
Carroll County,24015,Maryland,0
Cecil County,24017,Maryland,0
Charles County,24019,Maryland,0
Dorchester County,24021,Maryland,0
Frederick County,24023,Maryland,0
Garrett County,24025,Maryland,0
Harford County,24027,Maryland,0
Howard County,24029,Maryland,1
Kent County,24031,Maryland,0
Montgomery County,24033,Maryland,1
Prince George's County,24035,Maryland,1
Queen Anne's County,24037,Maryland,0
Somerset County,24039,Maryland,0
St. Mary's County,24041,Maryland,0
Talbot County,24043,Maryland,0
Washington County,24045,Maryland,0
Wicomico County,24047,Maryland,0
Worcester County,24510,Maryland,0
Barnstable County,25001,Massachusetts,0
Berkshire County,25003,Massachusetts,1
Bristol County,25005,Massachusetts,0
Dukes County,25007,Massachusetts,1
Essex County,25009,Massachusetts,1
Franklin County,25011,Massachusetts,1
Hampden County,25013,Massachusetts,1
Hampshire County,25015,Massachusetts,1
Middlesex County,25017,Massachusetts,1
Nantucket County,25019,Massachusetts,1
Norfolk County,25021,Massachusetts,1
Plymouth County,25023,Massachusetts,1
Suffolk County,25025,Massachusetts,0
Worcester County,25027,Massachusetts,1
Alcona County,26001,Michigan,0
Alger County,26003,Michigan,0
Allegan County,26005,Michigan,0
Alpena County,26007,Michigan,0
Antrim County,26009,Michigan,0
Arenac County,26011,Michigan,0
Baraga County,26013,Michigan,0
Barry County,26015,Michigan,0
Bay County,26017,Michigan,0
Benzie County,26019,Michigan,0
Berrien County,26021,Michigan,0
Branch County,26023,Michigan,0
Calhoun County,26025,Michigan,0
Cass County,26027,Michigan,0
Charlevoix County,26029,Michigan,0
Cheboygan County,26031,Michigan,0
Chippewa County,26033,Michigan,0
Clare County,26035,Michigan,0
Clinton County,26037,Michigan,0
Crawford County,26039,Michigan,0
Delta County,26041,Michigan,0
Dickinson County,26043,Michigan,0
Eaton County,26045,Michigan,0
Emmet County,26047,Michigan,0
Genesee County,26049,Michigan,0
Gladwin County,26051,Michigan,0
Gogebic County,26053,Michigan,0
Grand Traverse County,26055,Michigan,0
Gratiot County,26057,Michigan,0
Hillsdale County,26059,Michigan,0
Houghton County,26061,Michigan,0
Huron County,26063,Michigan,0
Ingham County,26065,Michigan,0
Ionia County,26067,Michigan,0
Iosco County,26069,Michigan,0
Iron County,26071,Michigan,0
Isabella County,26073,Michigan,0
Jackson County,26075,Michigan,0
Kalamazoo County,26077,Michigan,0
Kalkaska County,26079,Michigan,0
Kent County,26081,Michigan,0
Keweenaw County,26083,Michigan,0
Lake County,26085,Michigan,0
Lapeer County,26087,Michigan,0
Leelanau County,26089,Michigan,1
Lenawee County,26091,Michigan,0
Livingston County,26093,Michigan,0
Luce County,26095,Michigan,0
Mackinac County,26097,Michigan,0
Macomb County,26099,Michigan,0
Manistee County,26101,Michigan,0
Marquette County,26103,Michigan,0
Mason County,26105,Michigan,0
Mecosta County,26107,Michigan,0
Menominee County,26109,Michigan,0
Midland County,26111,Michigan,0
Missaukee County,26113,Michigan,0
Monroe County,26115,Michigan,0
Montcalm County,26117,Michigan,0
Montmorency County,26119,Michigan,0
Muskegon County,26121,Michigan,0
Newaygo County,26123,Michigan,0
Oakland County,26125,Michigan,0
Oceana County,26127,Michigan,0
Ogemaw County,26129,Michigan,0
Ontonagon County,26131,Michigan,0
Osceola County,26133,Michigan,0
Oscoda County,26135,Michigan,0
Otsego County,26137,Michigan,0
Ottawa County,26139,Michigan,0
Presque Isle County,26141,Michigan,0
Roscommon County,26143,Michigan,0
Saginaw County,26145,Michigan,0
Sanilac County,26147,Michigan,0
Schoolcraft County,26149,Michigan,0
Shiawassee County,26151,Michigan,0
St. Clair County,26153,Michigan,0
St. Joseph County,26155,Michigan,0
Tuscola County,26157,Michigan,0
Van Buren County,26159,Michigan,0
Washtenaw County,26161,Michigan,1
Wayne County,26163,Michigan,0
Wexford County,26165,Michigan,0
Aitkin County,27001,Minnesota,0
Anoka County,27003,Minnesota,1
Becker County,27005,Minnesota,1
Beltrami County,27007,Minnesota,1
Benton County,27009,Minnesota,1
Big Stone County,27011,Minnesota,0
Blue Earth County,27013,Minnesota,0
Brown County,27015,Minnesota,0
Carlton County,27017,Minnesota,0
Carver County,27019,Minnesota,1
Cass County,27021,Minnesota,1
Chippewa County,27023,Minnesota,0
Chisago County,27025,Minnesota,0
Clay County,27027,Minnesota,1
Clearwater County,27029,Minnesota,1
Cook County,27031,Minnesota,1
Cottonwood County,27033,Minnesota,1
Crow Wing County,27035,Minnesota,1
Dakota County,27037,Minnesota,1
Dodge County,27039,Minnesota,1
Douglas County,27041,Minnesota,0
Faribault County,27043,Minnesota,0
Fillmore County,27045,Minnesota,1
Freeborn County,27047,Minnesota,1
Goodhue County,27049,Minnesota,1
Grant County,27051,Minnesota,0
Hennepin County,27053,Minnesota,1
Houston County,27055,Minnesota,0
Hubbard County,27057,Minnesota,1
Isanti County,27059,Minnesota,0
Itasca County,27061,Minnesota,1
Jackson County,27063,Minnesota,0
Kanabec County,27065,Minnesota,0
Kandiyohi County,27067,Minnesota,1
Kittson County,27069,Minnesota,1
Koochiching County,27071,Minnesota,1
Lac qui Parle County,27073,Minnesota,0
Lake County,27075,Minnesota,1
Lake of the Woods County,27077,Minnesota,1
Le Sueur County,27079,Minnesota,0
Lincoln County,27081,Minnesota,1
Lyon County,27083,Minnesota,1
Mahnomen County,27085,Minnesota,1
Marshall County,27087,Minnesota,1
Martin County,27089,Minnesota,0
McLeod County,27091,Minnesota,1
Meeker County,27093,Minnesota,1
Mille Lacs County,27095,Minnesota,0
Morrison County,27097,Minnesota,1
Mower County,27099,Minnesota,1
Murray County,27101,Minnesota,1
Nicollet County,27103,Minnesota,0
Nobles County,27105,Minnesota,1
Norman County,27107,Minnesota,1
Olmsted County,27109,Minnesota,0
Otter Tail County,27111,Minnesota,1
Pennington County,27113,Minnesota,1
Pine County,27115,Minnesota,0
Pipestone County,27117,Minnesota,1
Polk County,27119,Minnesota,1
Pope County,27121,Minnesota,0
Ramsey County,27123,Minnesota,1
Red Lake County,27125,Minnesota,0
Redwood County,27127,Minnesota,0
Renville County,27129,Minnesota,0
Rice County,27131,Minnesota,1
Rock County,27133,Minnesota,1
Roseau County,27135,Minnesota,1
Scott County,27137,Minnesota,1
Sherburne County,27139,Minnesota,1
Sibley County,27141,Minnesota,0
St. Louis County,27143,Minnesota,1
Stearns County,27145,Minnesota,1
Steele County,27147,Minnesota,0
Stevens County,27149,Minnesota,0
Swift County,27151,Minnesota,0
Todd County,27153,Minnesota,1
Traverse County,27155,Minnesota,0
Wabasha County,27157,Minnesota,0
Wadena County,27159,Minnesota,1
Waseca County,27161,Minnesota,0
Washington County,27163,Minnesota,1
Watonwan County,27165,Minnesota,0
Wilkin County,27167,Minnesota,1
Winona County,27169,Minnesota,1
Wright County,27171,Minnesota,1
Yellow Medicine County,27173,Minnesota,1
Adams County,28001,Mississippi,0
Alcorn County,28003,Mississippi,0
Amite County,28005,Mississippi,0
Attala County,28007,Mississippi,0
Benton County,28009,Mississippi,0
Bolivar County,28011,Mississippi,0
Calhoun County,28013,Mississippi,0
Carroll County,28015,Mississippi,0
Chickasaw County,28017,Mississippi,0
Choctaw County,28019,Mississippi,0
Claiborne County,28021,Mississippi,0
Clarke County,28023,Mississippi,0
Clay County,28025,Mississippi,0
Coahoma County,28027,Mississippi,0
Copiah County,28029,Mississippi,0
Covington County,28031,Mississippi,0
DeSoto County,28033,Mississippi,0
Forrest County,28035,Mississippi,0
Franklin County,28037,Mississippi,0
George County,28039,Mississippi,0
Greene County,28041,Mississippi,0
Grenada County,28043,Mississippi,0
Hancock County,28045,Mississippi,0
Harrison County,28047,Mississippi,0
Hinds County,28049,Mississippi,0
Holmes County,28051,Mississippi,0
Humphreys County,28053,Mississippi,0
Issaquena County,28055,Mississippi,0
Itawamba County,28057,Mississippi,0
Jackson County,28059,Mississippi,0
Jasper County,28061,Mississippi,0
Jefferson County,28063,Mississippi,0
Jefferson Davis County,28065,Mississippi,0
Jones County,28067,Mississippi,0
Kemper County,28069,Mississippi,0
Lafayette County,28071,Mississippi,0
Lamar County,28073,Mississippi,0
Lauderdale County,28075,Mississippi,0
Lawrence County,28077,Mississippi,0
Leake County,28079,Mississippi,0
Lee County,28081,Mississippi,0
Leflore County,28083,Mississippi,0
Lincoln County,28085,Mississippi,0
Lowndes County,28087,Mississippi,0
Madison County,28089,Mississippi,0
Marion County,28091,Mississippi,0
Marshall County,28093,Mississippi,0
Monroe County,28095,Mississippi,0
Montgomery County,28097,Mississippi,0
Neshoba County,28099,Mississippi,0
Newton County,28101,Mississippi,0
Noxubee County,28103,Mississippi,0
Oktibbeha County,28105,Mississippi,0
Panola County,28107,Mississippi,0
Pearl River County,28109,Mississippi,0
Perry County,28111,Mississippi,0
Pike County,28113,Mississippi,0
Pontotoc County,28115,Mississippi,0
Prentiss County,28117,Mississippi,0
Quitman County,28119,Mississippi,0
Rankin County,28121,Mississippi,0
Scott County,28123,Mississippi,0
Sharkey County,28125,Mississippi,0
Simpson County,28127,Mississippi,0
Smith County,28129,Mississippi,0
Stone County,28131,Mississippi,0
Sunflower County,28133,Mississippi,0
Tallahatchie County,28135,Mississippi,0
Tate County,28137,Mississippi,0
Tippah County,28139,Mississippi,0
Tishomingo County,28141,Mississippi,0
Tunica County,28143,Mississippi,0
Union County,28145,Mississippi,0
Walthall County,28147,Mississippi,0
Warren County,28149,Mississippi,0
Washington County,28151,Mississippi,0
Wayne County,28153,Mississippi,0
Webster County,28155,Mississippi,0
Wilkinson County,28157,Mississippi,0
Winston County,28159,Mississippi,0
Yalobusha County,28161,Mississippi,0
Yazoo County,28163,Mississippi,0
Adair County,29001,Missouri,0
Andrew County,29003,Missouri,0
Atchison County,29005,Missouri,0
Audrain County,29007,Missouri,0
Barry County,29009,Missouri,0
Barton County,29011,Missouri,0
Bates County,29013,Missouri,0
Benton County,29015,Missouri,0
Bollinger County,29017,Missouri,0
Boone County,29019,Missouri,0
Buchanan County,29021,Missouri,0
Butler County,29023,Missouri,0
Caldwell County,29025,Missouri,0
Callaway County,29027,Missouri,0
Camden County,29029,Missouri,0
Cape Girardeau County,29031,Missouri,0
Carroll County,29033,Missouri,0
Carter County,29035,Missouri,0
Cass County,29037,Missouri,0
Cedar County,29039,Missouri,0
Chariton County,29041,Missouri,0
Christian County,29043,Missouri,0
Clark County,29045,Missouri,0
Clay County,29047,Missouri,0
Clinton County,29049,Missouri,0
Cole County,29051,Missouri,0
Cooper County,29053,Missouri,0
Crawford County,29055,Missouri,0
Dade County,29057,Missouri,0
Dallas County,29059,Missouri,0
Daviess County,29061,Missouri,0
DeKalb County,29063,Missouri,0
Dent County,29065,Missouri,0
Douglas County,29067,Missouri,0
Dunklin County,29069,Missouri,0
Franklin County,29071,Missouri,0
Gasconade County,29073,Missouri,0
Gentry County,29075,Missouri,0
Greene County,29077,Missouri,0
Grundy County,29079,Missouri,0
Harrison County,29081,Missouri,0
Henry County,29083,Missouri,0
Hickory County,29085,Missouri,0
Holt County,29087,Missouri,0
Howard County,29089,Missouri,0
Howell County,29091,Missouri,0
Iron County,29093,Missouri,0
Jackson County,29095,Missouri,0
Jasper County,29097,Missouri,0
Jefferson County,29099,Missouri,0
Johnson County,29101,Missouri,0
Knox County,29103,Missouri,0
Laclede County,29105,Missouri,0
Lafayette County,29107,Missouri,0
Lawrence County,29109,Missouri,0
Lewis County,29111,Missouri,0
Lincoln County,29113,Missouri,0
Linn County,29115,Missouri,0
Livingston County,29117,Missouri,0
Macon County,29121,Missouri,0
Madison County,29123,Missouri,0
Maries County,29125,Missouri,0
Marion County,29127,Missouri,0
McDonald County,29119,Missouri,0
Mercer County,29129,Missouri,0
Miller County,29131,Missouri,0
Mississippi County,29133,Missouri,0
Moniteau County,29135,Missouri,0
Monroe County,29137,Missouri,0
Montgomery County,29139,Missouri,0
Morgan County,29141,Missouri,0
New Madrid County,29143,Missouri,0
Newton County,29145,Missouri,0
Nodaway County,29147,Missouri,0
Oregon County,29149,Missouri,0
Osage County,29151,Missouri,0
Ozark County,29153,Missouri,0
Pemiscot County,29155,Missouri,0
Perry County,29157,Missouri,0
Pettis County,29159,Missouri,0
Phelps County,29161,Missouri,0
Pike County,29163,Missouri,0
Platte County,29165,Missouri,0
Polk County,29167,Missouri,0
Pulaski County,29169,Missouri,0
Putnam County,29171,Missouri,0
Ralls County,29173,Missouri,0
Randolph County,29175,Missouri,0
Ray County,29177,Missouri,0
Reynolds County,29179,Missouri,0
Ripley County,29181,Missouri,0
Saline County,29195,Missouri,0
Schuyler County,29197,Missouri,0
Scotland County,29199,Missouri,0
Scott County,29201,Missouri,0
Shannon County,29203,Missouri,0
Shelby County,29205,Missouri,0
St. Charles County,29183,Missouri,0
St. Clair County,29185,Missouri,0
St. Francois County,29187,Missouri,0
St. Louis city,29510,Missouri,0
St. Louis County,29189,Missouri,0
Ste. Genevieve County,29186,Missouri,0
Stoddard County,29207,Missouri,0
Stone County,29209,Missouri,0
Sullivan County,29211,Missouri,0
Taney County,29213,Missouri,0
Texas County,29215,Missouri,0
Vernon County,29217,Missouri,0
Warren County,29219,Missouri,0
Washington County,29221,Missouri,0
Wayne County,29223,Missouri,0
Webster County,29225,Missouri,0
Worth County,29227,Missouri,0
Wright County,29229,Missouri,0
Beaverhead County,30001,Montana,0
Big Horn County,30003,Montana,0
Blaine County,30005,Montana,0
Broadwater County,30007,Montana,0
Carbon County,30009,Montana,0
Carter County,30011,Montana,0
Cascade County,30013,Montana,0
Chouteau County,30015,Montana,0
Custer County,30017,Montana,0
Daniels County,30019,Montana,0
Dawson County,30021,Montana,0
Deer Lodge County,30023,Montana,0
Fallon County,30025,Montana,0
Fergus County,30027,Montana,0
Flathead County,30029,Montana,0
Gallatin County,30031,Montana,0
Garfield County,30033,Montana,0
Glacier County,30035,Montana,0
Golden Valley County,30037,Montana,0
Granite County,30039,Montana,0
Hill County,30041,Montana,0
Jefferson County,30043,Montana,0
Judith Basin County,30045,Montana,0
Lake County,30047,Montana,0
Lewis and Clark County,30049,Montana,0
Liberty County,30051,Montana,0
Lincoln County,30053,Montana,0
Madison County,30055,Montana,0
McCone County,30057,Montana,0
Meagher County,30059,Montana,0
Mineral County,30061,Montana,0
Missoula County,30063,Montana,0
Musselshell County,30065,Montana,0
Park County,30067,Montana,0
Petroleum County,30069,Montana,0
Phillips County,30071,Montana,0
Pondera County,30073,Montana,0
Powder River County,30075,Montana,0
Powell County,30077,Montana,0
Prairie County,30079,Montana,0
Ravalli County,30081,Montana,0
Richland County,30083,Montana,0
Roosevelt County,30085,Montana,0
Rosebud County,30087,Montana,0
Sanders County,30089,Montana,0
Sheridan County,30091,Montana,0
Silver Bow County,30093,Montana,0
Stillwater County,30095,Montana,0
Sweet Grass County,30097,Montana,0
Teton County,30099,Montana,0
Toole County,30101,Montana,0
Treasure County,30103,Montana,0
Valley County,30105,Montana,0
Wheatland County,30107,Montana,0
Wibaux County,30109,Montana,0
Yellowstone County,30111,Montana,0
Adams County,31001,Nebraska,0
Antelope County,31003,Nebraska,0
Arthur County,31005,Nebraska,0
Banner County,31007,Nebraska,0
Blaine County,31009,Nebraska,0
Boone County,31011,Nebraska,0
Box Butte County,31013,Nebraska,0
Boyd County,31015,Nebraska,0
Brown County,31017,Nebraska,1
Buffalo County,31019,Nebraska,0
Burt County,31021,Nebraska,0
Butler County,31023,Nebraska,0
Cass County,31025,Nebraska,0
Cedar County,31027,Nebraska,0
Chase County,31029,Nebraska,0
Cherry County,31031,Nebraska,0
Cheyenne County,31033,Nebraska,0
Clay County,31035,Nebraska,1
Colfax County,31037,Nebraska,0
Cuming County,31039,Nebraska,0
Custer County,31041,Nebraska,0
Dakota County,31043,Nebraska,0
Dawes County,31045,Nebraska,0
Dawson County,31047,Nebraska,0
Deuel County,31049,Nebraska,0
Dixon County,31051,Nebraska,0
Dodge County,31053,Nebraska,0
Douglas County,31055,Nebraska,1
Dundy County,31057,Nebraska,0
Fillmore County,31059,Nebraska,0
Franklin County,31061,Nebraska,1
Frontier County,31063,Nebraska,0
Furnas County,31065,Nebraska,0
Gage County,31067,Nebraska,0
Garden County,31069,Nebraska,0
Garfield County,31071,Nebraska,0
Gosper County,31073,Nebraska,0
Grant County,31075,Nebraska,0
Greeley County,31077,Nebraska,0
Hall County,31079,Nebraska,1
Hamilton County,31081,Nebraska,0
Harlan County,31083,Nebraska,0
Hayes County,31085,Nebraska,0
Hitchcock County,31087,Nebraska,0
Holt County,31089,Nebraska,0
Hooker County,31091,Nebraska,0
Howard County,31093,Nebraska,0
Jefferson County,31095,Nebraska,0
Johnson County,31097,Nebraska,0
Kearney County,31099,Nebraska,0
Keith County,31101,Nebraska,0
